region,date,lat,lon,sst_fahrenheit
San Diego,2025-07-01,33.2622301175597,-117.93857874702972,290.69833
San Diego,2025-07-01,33.263025803148686,-117.91421924343152,290.69467
San Diego,2025-07-01,33.26382265898188,-117.88985369700818,290.76736
San Diego,2025-07-01,33.2646206859842,-117.86548209655736,290.83017
San Diego,2025-07-01,33.265419885083034,-117.8411044308579,291.06467
San Diego,2025-07-01,33.266220257207515,-117.81672068867027,290.96524
San Diego,2025-07-01,33.26702201673599,-117.7923243678159,291.2074
San Diego,2025-07-01,33.26782473802099,-117.76792843723375,291.2078
San Diego,2025-07-01,33.26862863513255,-117.74352639632933,291.207
San Diego,2025-07-01,33.26943370900856,-117.71911823378787,291.1768
San Diego,2025-07-01,33.27023996058919,-117.69470393827572,291.12936
San Diego,2025-07-01,33.27104739081659,-117.67028349844036,291.12173
San Diego,2025-07-01,33.27185600063517,-117.6458569029102,290.862
San Diego,2025-07-01,33.27266579099137,-117.62142414029472,290.68307
San Diego,2025-07-01,33.27347676283418,-117.59698519918396,290.51022
San Diego,2025-07-01,33.27428891711419,-117.5725400681493,290.41428
San Diego,2025-07-01,33.27510247137063,-117.54808222844116,290.27225
San Diego,2025-07-01,33.2759169937024,-117.52362468153962,290.06778
San Diego,2025-07-01,33.27673270133761,-117.4991609103086,289.9109
San Diego,2025-07-01,33.2775495952363,-117.4746909032416,290.16257
San Diego,2025-07-01,33.23013643276528,-118.18816441632369,290.80728
San Diego,2025-07-01,33.230919367938306,-118.1638741047073,290.41458
San Diego,2025-07-01,33.231703462419304,-118.13957786866067,290.3281
San Diego,2025-07-01,33.232488717109824,-118.11527569718135,290.40103
San Diego,2025-07-01,33.23327513291367,-118.09096757924887,290.20236
San Diego,2025-07-01,33.23406271073701,-118.06665350382434,290.07028
San Diego,2025-07-01,33.23485166152602,-118.0423269875166,290.06564
San Diego,2025-07-01,33.235641566424675,-118.01800096232688,290.2416
San Diego,2025-07-01,33.236432636073474,-117.99366894641751,290.36453
San Diego,2025-07-01,33.23722487138723,-117.9693309286768,290.31918
San Diego,2025-07-01,33.2380182732821,-117.9449868979752,290.40225
San Diego,2025-07-01,33.23881284267697,-117.92063684316447,290.41867
San Diego,2025-07-01,33.23960858049222,-117.8962807530784,290.41608
San Diego,2025-07-01,33.240405487650854,-117.87191861653181,290.59525
San Diego,2025-07-01,33.24120356507779,-117.84755042232128,290.94748
San Diego,2025-07-01,33.24200281369983,-117.82317615922494,291.03433
San Diego,2025-07-01,33.24280344759399,-117.7987893276068,291.12814
San Diego,2025-07-01,33.24360504170918,-117.7744028913749,291.01035
San Diego,2025-07-01,33.24440780981413,-117.75001035247566,291.08237
San Diego,2025-07-01,33.24521175284414,-117.72561169961237,290.9971
San Diego,2025-07-01,33.24601687173744,-117.7012069214689,291.08093
San Diego,2025-07-01,33.246823167433945,-117.67679600671055,291.10574
San Diego,2025-07-01,33.247630640875485,-117.65237894398385,291.00818
San Diego,2025-07-01,33.2484392930068,-117.62795572191575,290.82947
San Diego,2025-07-01,33.24924912477401,-117.60352632911473,290.65784
San Diego,2025-07-01,33.25006013712608,-117.57909075416961,290.6083
San Diego,2025-07-01,33.25087254729484,-117.55464248089528,290.37112
San Diego,2025-07-01,33.251685923985505,-117.53019450570012,290.23483
San Diego,2025-07-01,33.25250048412049,-117.50574031400951,290.03186
San Diego,2025-07-01,33.2533162286569,-117.48127989433569,289.85382
San Diego,2025-07-01,33.254133158554325,-117.45681323517117,290.046
San Diego,2025-07-01,33.205949432771405,-118.19446709783502,290.8202
San Diego,2025-07-01,33.20673127213458,-118.17018614200617,290.57248
San Diego,2025-07-01,33.20751426900769,-118.1458992691036,290.3341
San Diego,2025-07-01,33.208298424290504,-118.12160646814169,290.42728
San Diego,2025-07-01,33.209083738884885,-118.09730772811677,290.34457
San Diego,2025-07-01,33.20987021369452,-118.07300303800734,290.19086
San Diego,2025-07-01,33.210658059369244,-118.04868591693966,290.02023
San Diego,2025-07-01,33.21144685763915,-118.02436929193317,289.9646
San Diego,2025-07-01,33.21223681884862,-118.0000466836659,290.04794
San Diego,2025-07-01,33.213027943910205,-117.97571808104347,290.15747
San Diego,2025-07-01,33.21382023373786,-117.95138347295367,290.34366
San Diego,2025-07-01,33.2146136892482,-117.92704284826567,290.25272
San Diego,2025-07-01,33.2154083113599,-117.90269619583017,290.18344
San Diego,2025-07-01,33.21620410099334,-117.87834350447987,290.19675
San Diego,2025-07-01,33.2170010590715,-117.85398476302854,290.4924
San Diego,2025-07-01,33.217799186519294,-117.82961996027151,290.6619
San Diego,2025-07-01,33.218598697111496,-117.80524259911154,290.84814
San Diego,2025-07-01,33.21939916639302,-117.78086563843502,290.7504
San Diego,2025-07-01,33.220200807831795,-117.7564825827244,290.76047
San Diego,2025-07-01,33.2210036223612,-117.73209342070038,290.75632
San Diego,2025-07-01,33.22180761091668,-117.70769814106497,290.76758
San Diego,2025-07-01,33.222612774436016,-117.68329673250118,290.89313
San Diego,2025-07-01,33.22341911385938,-117.65888918367285,290.9192
San Diego,2025-07-01,33.22422663012842,-117.63447548322546,290.8918
San Diego,2025-07-01,33.22503532418746,-117.61005561978503,290.6737
San Diego,2025-07-01,33.22584519698283,-117.58562958195854,290.60278
San Diego,2025-07-01,33.22665646544068,-117.56119085611945,290.5337
San Diego,2025-07-01,33.22746869887122,-117.53675243361448,290.34937
San Diego,2025-07-01,33.2282821138909,-117.51230780242612,290.22464
San Diego,2025-07-01,33.229096711454865,-117.48785695108441,290.05963
San Diego,2025-07-01,33.229912492520036,-117.4633998681004,289.85037
San Diego,2025-07-01,33.23072945804652,-117.43893654196494,289.97202
San Diego,2025-07-01,33.2315476089957,-117.41446696115004,291.38513
San Diego,2025-07-01,33.181772975461314,-118.20075925419512,290.80005
San Diego,2025-07-01,33.18255372112855,-118.17648763699417,290.68204
San Diego,2025-07-01,33.18333562251196,-118.15221011005603,290.46667
San Diego,2025-07-01,33.184118680509435,-118.12792666241181,290.25314
San Diego,2025-07-01,33.18490289602047,-118.10363728307497,290.22482
San Diego,2025-07-01,33.18568826994666,-118.07934196104108,290.07843
San Diego,2025-07-01,33.18647501264196,-118.05503421794923,290.03732
San Diego,2025-07-01,33.18726270642132,-118.03072697584626,290.00827
San Diego,2025-07-01,33.18805156133374,-118.00641375792122,289.98557
San Diego,2025-07-01,33.188841578289406,-117.98209455309703,290.20816
San Diego,2025-07-01,33.18963275820055,-117.95776935027845,290.2573
San Diego,2025-07-01,33.19042510198125,-117.93343813835209,290.01028
San Diego,2025-07-01,33.1912186105482,-117.90910090618593,290.05078
San Diego,2025-07-01,33.192013284819375,-117.88475764263008,290.0857
San Diego,2025-07-01,33.19280912571584,-117.86040833651555,290.3179
San Diego,2025-07-01,33.19360613415986,-117.83605297665551,290.35242
San Diego,2025-07-01,33.194404523626055,-117.8116850684855,290.42413
San Diego,2025-07-01,33.195203870253614,-117.78731756587996,290.4499
San Diego,2025-07-01,33.196004387209626,-117.76294397585315,290.58813
San Diego,2025-07-01,33.19680607542578,-117.73856428714292,290.58252
San Diego,2025-07-01,33.19760893583534,-117.71417848846902,290.5316
San Diego,2025-07-01,33.1984129693737,-117.68978656853214,290.56647
San Diego,2025-07-01,33.19921817697855,-117.6653885160142,290.72525
San Diego,2025-07-01,33.20002455958973,-117.64098431957802,290.66373
San Diego,2025-07-01,33.20083211814903,-117.6165739678677,290.58298
